grid_id,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9
469,"('Kansas City Royals', 'Baltimore Orioles')","('Kansas City Royals', '6+ WAR Season')","('Kansas City Royals', '10+ Win Season Pitching')","('Houston Astros', 'Baltimore Orioles')","('Houston Astros', '6+ WAR Season')","('Houston Astros', '10+ Win Season Pitching')","('≤ 3.00 ERA Season', 'Baltimore Orioles')","('≤ 3.00 ERA Season', '6+ WAR Season')","('≤ 3.00 ERA Season', '10+ Win Season Pitching')"
470,"('Minnesota Twins', 'Chicago Cubs')","('Minnesota Twins', '.300+ AVG Career Batting')","('Minnesota Twins', '200+ Wins Career Pitching')","('Pittsburgh Pirates', 'Chicago Cubs')","('Pittsburgh Pirates', '.300+ AVG Career Batting')","('Pittsburgh Pirates', '200+ Wins Career Pitching')","('Cincinnati Reds', 'Chicago Cubs')","('Cincinnati Reds', '.300+ AVG Career Batting')","('Cincinnati Reds', '200+ Wins Career Pitching')"
471,"('New York Yankees', 'Cleveland Guardians')","('New York Yankees', 'Colorado Rockies')","('New York Yankees', '200+ Hits Season Batting')","('Detroit Tigers', 'Cleveland Guardians')","('Detroit Tigers', 'Colorado Rockies')","('Detroit Tigers', '200+ Hits Season Batting')","('St. Louis Cardinals', 'Cleveland Guardians')","('St. Louis Cardinals', 'Colorado Rockies')","('St. Louis Cardinals', '200+ Hits Season Batting')"
472,"('Los Angeles Dodgers', 'Boston   Red Sox')","('Los Angeles Dodgers', 'Rookie of the Year')","('Los Angeles Dodgers', '300+ HR Career Batting')","('MVP', 'Boston   Red Sox')","('MVP', 'Rookie of the Year')","('MVP', '300+ HR Career Batting')","('Gold Glove', 'Boston   Red Sox')","('Gold Glove', 'Rookie of the Year')","('Gold Glove', '300+ HR Career Batting')"
473,"('Baltimore Orioles', 'Washington Nationals')","('Baltimore Orioles', '2000+ K Career Pitching')","('Baltimore Orioles', 'Threw a No-Hitter')","('Chicago  White Sox', 'Washington Nationals')","('Chicago  White Sox', '2000+ K Career Pitching')","('Chicago  White Sox', 'Threw a No-Hitter')","('All Star', 'Washington Nationals')","('All Star', '2000+ K Career Pitching')","('All Star', 'Threw a No-Hitter')"
474,"('Oakland Athletics', 'Texas Rangers')","('Oakland Athletics', '200+ K Season Pitching')","('Oakland Athletics', 'First Round Draft Pick')","('Seattle Mariners', 'Texas Rangers')","('Seattle Mariners', '200+ K Season Pitching')","('Seattle Mariners', 'First Round Draft Pick')","('Los Angeles Angels', 'Texas Rangers')","('Los Angeles Angels', '200+ K Season Pitching')","('Los Angeles Angels', 'First Round Draft Pick')"
475,"('40+ HR Season Batting', 'Played Left Field min. 1 game')","('40+ HR Season Batting', 'Played Center Field min. 1 game')","('40+ HR Season Batting', 'Played Right Field min. 1 game')","('Only One Team', 'Played Left Field min. 1 game')","('Only One Team', 'Played Center Field min. 1 game')","('Only One Team', 'Played Right Field min. 1 game')","('3000+ Hits Career Batting', 'Played Left Field min. 1 game')","('3000+ Hits Career Batting', 'Played Center Field min. 1 game')","('3000+ Hits Career Batting', 'Played Right Field min. 1 game')"
476,"('Chicago Cubs', 'Atlanta Braves')","('Chicago Cubs', 'San Francisco Giants')","('Chicago Cubs', 'Played Catcher min. 1 game')","('Toronto  Blue Jays', 'Atlanta Braves')","('Toronto  Blue Jays', 'San Francisco Giants')","('Toronto  Blue Jays', 'Played Catcher min. 1 game')","('Pittsburgh Pirates', 'Atlanta Braves')","('Pittsburgh Pirates', 'San Francisco Giants')","('Pittsburgh Pirates', 'Played Catcher min. 1 game')"
477,"('Philadelphia Phillies', 'San Diego Padres')","('Philadelphia Phillies', 'Houston Astros')","('Philadelphia Phillies', '20+ Win Season Pitching')","('New York Mets', 'San Diego Padres')","('New York Mets', 'Houston Astros')","('New York Mets', '20+ Win Season Pitching')","('≤ 3.00 ERA Season', 'San Diego Padres')","('≤ 3.00 ERA Season', 'Houston Astros')","('≤ 3.00 ERA Season', '20+ Win Season Pitching')"
478,"('Kansas City Royals', 'Boston   Red Sox')","('Kansas City Royals', 'Cincinnati Reds')","('Kansas City Royals', 'Los Angeles Angels')","('Seattle Mariners', 'Boston   Red Sox')","('Seattle Mariners', 'Cincinnati Reds')","('Seattle Mariners', 'Los Angeles Angels')","('300+ Save Career Pitching', 'Boston   Red Sox')","('300+ Save Career Pitching', 'Cincinnati Reds')","('300+ Save Career Pitching', 'Los Angeles Angels')"
479,"('Detroit Tigers', 'Miami Marlins')","('Detroit Tigers', 'St. Louis Cardinals')","('Detroit Tigers', 'Hall of Fame')","('New York Yankees', 'Miami Marlins')","('New York Yankees', 'St. Louis Cardinals')","('New York Yankees', 'Hall of Fame')","('Milwaukee Brewers', 'Miami Marlins')","('Milwaukee Brewers', 'St. Louis Cardinals')","('Milwaukee Brewers', 'Hall of Fame')"
480,"('Minnesota Twins', 'Played First Base min. 1 game')","('Minnesota Twins', 'Played Second Base min. 1 game')","('Minnesota Twins', 'Played Third Base min. 1 game')","('Arizona Diamondbacks', 'Played First Base min. 1 game')","('Arizona Diamondbacks', 'Played Second Base min. 1 game')","('Arizona Diamondbacks', 'Played Third Base min. 1 game')","('Chicago  White Sox', 'Played First Base min. 1 game')","('Chicago  White Sox', 'Played Second Base min. 1 game')","('Chicago  White Sox', 'Played Third Base min. 1 game')"
481,"('Baltimore Orioles', 'Oakland Athletics')","('Baltimore Orioles', '300+ HR Career Batting')","('Baltimore Orioles', 'All Star')","('Cleveland Guardians', 'Oakland Athletics')","('Cleveland Guardians', '300+ HR Career Batting')","('Cleveland Guardians', 'All Star')","('Silver Slugger', 'Oakland Athletics')","('Silver Slugger', '300+ HR Career Batting')","('Silver Slugger', 'All Star')"
482,"('Chicago Cubs', '30+ SB Season')","('Chicago Cubs', '100+ RBI Season Batting')","('Chicago Cubs', '200+ Hits Season Batting')","('San Francisco Giants', '30+ SB Season')","('San Francisco Giants', '100+ RBI Season Batting')","('San Francisco Giants', '200+ Hits Season Batting')","('Born Outside US 50 States and DC', '30+ SB Season')","('Born Outside US 50 States and DC', '100+ RBI Season Batting')","('Born Outside US 50 States and DC', '200+ Hits Season Batting')"
483,"('Los Angeles Dodgers', 'Cincinnati Reds')","('Los Angeles Dodgers', 'Played Shortstop min. 1 game')","('Los Angeles Dodgers', '6+ WAR Season')","('Texas Rangers', 'Cincinnati Reds')","('Texas Rangers', 'Played Shortstop min. 1 game')","('Texas Rangers', '6+ WAR Season')","('Atlanta Braves', 'Cincinnati Reds')","('Atlanta Braves', 'Played Shortstop min. 1 game')","('Atlanta Braves', '6+ WAR Season')"
484,"('Detroit Tigers', 'Minnesota Twins')","('Detroit Tigers', '2000+ Hits Career Batting')","('Detroit Tigers', '40+ HR Season Batting')","('Boston   Red Sox', 'Minnesota Twins')","('Boston   Red Sox', '2000+ Hits Career Batting')","('Boston   Red Sox', '40+ HR Season Batting')","('Milwaukee Brewers', 'Minnesota Twins')","('Milwaukee Brewers', '2000+ Hits Career Batting')","('Milwaukee Brewers', '40+ HR Season Batting')"
485,"('Seattle Mariners', 'Tampa Bay Rays')","('Seattle Mariners', '40+ WAR Career')","('Seattle Mariners', '.300+ AVG Season Batting')","('Washington Nationals', 'Tampa Bay Rays')","('Washington Nationals', '40+ WAR Career')","('Washington Nationals', '.300+ AVG Season Batting')","('St. Louis Cardinals', 'Tampa Bay Rays')","('St. Louis Cardinals', '40+ WAR Career')","('St. Louis Cardinals', '.300+ AVG Season Batting')"
486,"('Philadelphia Phillies', 'Baltimore Orioles')","('Philadelphia Phillies', 'Pittsburgh Pirates')","('Philadelphia Phillies', '≤ 3.00 ERA Season')","('Toronto  Blue Jays', 'Baltimore Orioles')","('Toronto  Blue Jays', 'Pittsburgh Pirates')","('Toronto  Blue Jays', '≤ 3.00 ERA Season')","('Hall of Fame', 'Baltimore Orioles')","('Hall of Fame', 'Pittsburgh Pirates')","('Hall of Fame', '≤ 3.00 ERA Season')"
487,"('Houston Astros', 'New York Yankees')","('Houston Astros', 'Played Outfield min. 1 game')","('Houston Astros', 'Played Catcher min. 1 game')","('Cincinnati Reds', 'New York Yankees')","('Cincinnati Reds', 'Played Outfield min. 1 game')","('Cincinnati Reds', 'Played Catcher min. 1 game')","('San Diego Padres', 'New York Yankees')","('San Diego Padres', 'Played Outfield min. 1 game')","('San Diego Padres', 'Played Catcher min. 1 game')"
488,"('New York Mets', 'San Francisco Giants')","('New York Mets', '200+ Wins Career Pitching')","('New York Mets', 'Played Second Base min. 1 game')","('Los Angeles Angels', 'San Francisco Giants')","('Los Angeles Angels', '200+ Wins Career Pitching')","('Los Angeles Angels', 'Played Second Base min. 1 game')","('Oakland Athletics', 'San Francisco Giants')","('Oakland Athletics', '200+ Wins Career Pitching')","('Oakland Athletics', 'Played Second Base min. 1 game')"
489,"('Pitched min. 1 game', 'All Star')","('Pitched min. 1 game', 'MVP')","('Pitched min. 1 game', 'Only One Team')","('.300+ AVG Career Batting', 'All Star')","('.300+ AVG Career Batting', 'MVP')","('.300+ AVG Career Batting', 'Only One Team')","('20+ Win Season Pitching', 'All Star')","('20+ Win Season Pitching', 'MVP')","('20+ Win Season Pitching', 'Only One Team')"
490,"('Chicago  White Sox', 'Kansas City Royals')","('Chicago  White Sox', 'Minnesota Twins')","('Chicago  White Sox', 'Born Outside US 50 States and DC')","('Colorado Rockies', 'Kansas City Royals')","('Colorado Rockies', 'Minnesota Twins')","('Colorado Rockies', 'Born Outside US 50 States and DC')","('Played Shortstop min. 1 game', 'Kansas City Royals')","('Played Shortstop min. 1 game', 'Minnesota Twins')","('Played Shortstop min. 1 game', 'Born Outside US 50 States and DC')"
491,"('Texas Rangers', 'Baltimore Orioles')","('Texas Rangers', 'Detroit Tigers')","('Texas Rangers', '200+ K Season Pitching')","('Atlanta Braves', 'Baltimore Orioles')","('Atlanta Braves', 'Detroit Tigers')","('Atlanta Braves', '200+ K Season Pitching')","('Boston   Red Sox', 'Baltimore Orioles')","('Boston   Red Sox', 'Detroit Tigers')","('Boston   Red Sox', '200+ K Season Pitching')"
492,"('Cleveland Guardians', 'San Diego Padres')","('Cleveland Guardians', 'Los Angeles Dodgers')","('Cleveland Guardians', 'Gold Glove')","('Chicago Cubs', 'San Diego Padres')","('Chicago Cubs', 'Los Angeles Dodgers')","('Chicago Cubs', 'Gold Glove')","('30+ HR Season Batting', 'San Diego Padres')","('30+ HR Season Batting', 'Los Angeles Dodgers')","('30+ HR Season Batting', 'Gold Glove')"
493,"('St. Louis Cardinals', 'Toronto  Blue Jays')","('St. Louis Cardinals', '6+ WAR Season')","('St. Louis Cardinals', 'Played First Base min. 1 game')","('Philadelphia Phillies', 'Toronto  Blue Jays')","('Philadelphia Phillies', '6+ WAR Season')","('Philadelphia Phillies', 'Played First Base min. 1 game')","('Washington Nationals', 'Toronto  Blue Jays')","('Washington Nationals', '6+ WAR Season')","('Washington Nationals', 'Played First Base min. 1 game')"
494,"('Arizona Diamondbacks', 'Seattle Mariners')","('Arizona Diamondbacks', 'Played Right Field min. 1 game')","('Arizona Diamondbacks', '30+ SB Season')","('Houston Astros', 'Seattle Mariners')","('Houston Astros', 'Played Right Field min. 1 game')","('Houston Astros', '30+ SB Season')","('100+ Run Season Batting', 'Seattle Mariners')","('100+ Run Season Batting', 'Played Right Field min. 1 game')","('100+ Run Season Batting', '30+ SB Season')"
495,"('Atlanta Braves', 'Texas Rangers')","('Atlanta Braves', '.300+ AVG Season Batting')","('Atlanta Braves', '300+ HR Career Batting')","('Boston   Red Sox', 'Texas Rangers')","('Boston   Red Sox', '.300+ AVG Season Batting')","('Boston   Red Sox', '300+ HR Career Batting')","('First Round Draft Pick', 'Texas Rangers')","('First Round Draft Pick', '.300+ AVG Season Batting')","('First Round Draft Pick', '300+ HR Career Batting')"
496,"('2000+ K Career Pitching', '200+ Wins Career Pitching')","('2000+ K Career Pitching', 'Cy Young')","('2000+ K Career Pitching', 'Hall of Fame')","('10+ Win Season Pitching', '200+ Wins Career Pitching')","('10+ Win Season Pitching', 'Cy Young')","('10+ Win Season Pitching', 'Hall of Fame')","('Threw a No-Hitter', '200+ Wins Career Pitching')","('Threw a No-Hitter', 'Cy Young')","('Threw a No-Hitter', 'Hall of Fame')"
497,"('New York Yankees', 'Oakland Athletics')","('New York Yankees', 'San Francisco Giants')","('New York Yankees', 'Only One Team')","('Miami Marlins', 'Oakland Athletics')","('Miami Marlins', 'San Francisco Giants')","('Miami Marlins', 'Only One Team')","('Cincinnati Reds', 'Oakland Athletics')","('Cincinnati Reds', 'San Francisco Giants')","('Cincinnati Reds', 'Only One Team')"
498,"('Minnesota Twins', 'Washington Nationals')","('Minnesota Twins', 'MVP')","('Minnesota Twins', 'Played Center Field min. 1 game')","('Chicago Cubs', 'Washington Nationals')","('Chicago Cubs', 'MVP')","('Chicago Cubs', 'Played Center Field min. 1 game')","('Silver Slugger', 'Washington Nationals')","('Silver Slugger', 'MVP')","('Silver Slugger', 'Played Center Field min. 1 game')"
499,"('Pittsburgh Pirates', 'San Diego Padres')","('Pittsburgh Pirates', 'Milwaukee Brewers')","('Pittsburgh Pirates', 'Played Outfield min. 1 game')","('Chicago  White Sox', 'San Diego Padres')","('Chicago  White Sox', 'Milwaukee Brewers')","('Chicago  White Sox', 'Played Outfield min. 1 game')","('All Star', 'San Diego Padres')","('All Star', 'Milwaukee Brewers')","('All Star', 'Played Outfield min. 1 game')"
500,"('2000+ Hits Career Batting', '40+ WAR Career')","('2000+ Hits Career Batting', '500+ HR Career Batting')","('2000+ Hits Career Batting', 'Gold Glove')","('.300+ AVG Career Batting', '40+ WAR Career')","('.300+ AVG Career Batting', '500+ HR Career Batting')","('.300+ AVG Career Batting', 'Gold Glove')","('Born Outside US 50 States and DC', '40+ WAR Career')","('Born Outside US 50 States and DC', '500+ HR Career Batting')","('Born Outside US 50 States and DC', 'Gold Glove')"
501,"('New York Mets', 'New York Yankees')","('New York Mets', 'Toronto  Blue Jays')","('New York Mets', '≤ 3.00 ERA Season')","('Los Angeles Angels', 'New York Yankees')","('Los Angeles Angels', 'Toronto  Blue Jays')","('Los Angeles Angels', '≤ 3.00 ERA Season')","('Los Angeles Dodgers', 'New York Yankees')","('Los Angeles Dodgers', 'Toronto  Blue Jays')","('Los Angeles Dodgers', '≤ 3.00 ERA Season')"
502,"('Baltimore Orioles', 'St. Louis Cardinals')","('Baltimore Orioles', 'Cleveland Guardians')","('Baltimore Orioles', '30+ HR Season Batting')","('Kansas City Royals', 'St. Louis Cardinals')","('Kansas City Royals', 'Cleveland Guardians')","('Kansas City Royals', '30+ HR Season Batting')","('Boston   Red Sox', 'St. Louis Cardinals')","('Boston   Red Sox', 'Cleveland Guardians')","('Boston   Red Sox', '30+ HR Season Batting')"
503,"('200+ Hits Season Batting', '100+ Run Season Batting')","('200+ Hits Season Batting', '30+ SB Season')","('200+ Hits Season Batting', '.300+ AVG Season Batting')","('Rookie of the Year', '100+ Run Season Batting')","('Rookie of the Year', '30+ SB Season')","('Rookie of the Year', '.300+ AVG Season Batting')","('Played Third Base min. 1 game', '100+ Run Season Batting')","('Played Third Base min. 1 game', '30+ SB Season')","('Played Third Base min. 1 game', '.300+ AVG Season Batting')"
504,"('Detroit Tigers', 'Philadelphia Phillies')","('Detroit Tigers', '30+ Save Season Pitching')","('Detroit Tigers', 'Played Shortstop min. 1 game')","('San Francisco Giants', 'Philadelphia Phillies')","('San Francisco Giants', '30+ Save Season Pitching')","('San Francisco Giants', 'Played Shortstop min. 1 game')","('Oakland Athletics', 'Philadelphia Phillies')","('Oakland Athletics', '30+ Save Season Pitching')","('Oakland Athletics', 'Played Shortstop min. 1 game')"
505,"('Atlanta Braves', 'Washington Nationals')","('Atlanta Braves', '100+ RBI Season Batting')","('Atlanta Braves', 'Hall of Fame')","('Seattle Mariners', 'Washington Nationals')","('Seattle Mariners', '100+ RBI Season Batting')","('Seattle Mariners', 'Hall of Fame')","('Miami Marlins', 'Washington Nationals')","('Miami Marlins', '100+ RBI Season Batting')","('Miami Marlins', 'Hall of Fame')"
506,"('Houston Astros', 'Texas Rangers')","('Houston Astros', 'St. Louis Cardinals')","('Houston Astros', 'Played Second Base min. 1 game')","('Pittsburgh Pirates', 'Texas Rangers')","('Pittsburgh Pirates', 'St. Louis Cardinals')","('Pittsburgh Pirates', 'Played Second Base min. 1 game')","('Silver Slugger', 'Texas Rangers')","('Silver Slugger', 'St. Louis Cardinals')","('Silver Slugger', 'Played Second Base min. 1 game')"
507,"('New York Yankees', 'Chicago Cubs')","('New York Yankees', 'Played Catcher min. 1 game')","('New York Yankees', 'Pitched min. 1 game')","('Colorado Rockies', 'Chicago Cubs')","('Colorado Rockies', 'Played Catcher min. 1 game')","('Colorado Rockies', 'Pitched min. 1 game')","('Chicago  White Sox', 'Chicago Cubs')","('Chicago  White Sox', 'Played Catcher min. 1 game')","('Chicago  White Sox', 'Pitched min. 1 game')"
508,"('Minnesota Twins', 'New York Mets')","('Minnesota Twins', 'Toronto  Blue Jays')","('Minnesota Twins', '20+ Win Season Pitching')","('Cincinnati Reds', 'New York Mets')","('Cincinnati Reds', 'Toronto  Blue Jays')","('Cincinnati Reds', '20+ Win Season Pitching')","('Cleveland Guardians', 'New York Mets')","('Cleveland Guardians', 'Toronto  Blue Jays')","('Cleveland Guardians', '20+ Win Season Pitching')"
509,"('Milwaukee Brewers', 'San Diego Padres')","('Milwaukee Brewers', 'Los Angeles Angels')","('Milwaukee Brewers', 'Born Outside US 50 States and DC')","('Los Angeles Dodgers', 'San Diego Padres')","('Los Angeles Dodgers', 'Los Angeles Angels')","('Los Angeles Dodgers', 'Born Outside US 50 States and DC')","('300+ HR Career Batting', 'San Diego Padres')","('300+ HR Career Batting', 'Los Angeles Angels')","('300+ HR Career Batting', 'Born Outside US 50 States and DC')"
510,"('Boston   Red Sox', 'San Francisco Giants')","('Boston   Red Sox', 'Threw a No-Hitter')","('Boston   Red Sox', '200+ Hits Season Batting')","('MVP', 'San Francisco Giants')","('MVP', 'Threw a No-Hitter')","('MVP', '200+ Hits Season Batting')","('6+ WAR Season', 'San Francisco Giants')","('6+ WAR Season', 'Threw a No-Hitter')","('6+ WAR Season', '200+ Hits Season Batting')"
511,"('Atlanta Braves', 'Kansas City Royals')","('Atlanta Braves', 'Philadelphia Phillies')","('Atlanta Braves', '30+ HR Season Batting')","('Tampa Bay Rays', 'Kansas City Royals')","('Tampa Bay Rays', 'Philadelphia Phillies')","('Tampa Bay Rays', '30+ HR Season Batting')","('All Star', 'Kansas City Royals')","('All Star', 'Philadelphia Phillies')","('All Star', '30+ HR Season Batting')"
512,"('Baltimore Orioles', 'Chicago  White Sox')","('Baltimore Orioles', 'Detroit Tigers')","('Baltimore Orioles', 'Played First Base min. 1 game')","('Oakland Athletics', 'Chicago  White Sox')","('Oakland Athletics', 'Detroit Tigers')","('Oakland Athletics', 'Played First Base min. 1 game')","('New York Yankees', 'Chicago  White Sox')","('New York Yankees', 'Detroit Tigers')","('New York Yankees', 'Played First Base min. 1 game')"
513,"('Washington Nationals', 'Los Angeles Angels')","('Washington Nationals', 'Texas Rangers')","('Washington Nationals', 'Played Outfield min. 1 game')","('St. Louis Cardinals', 'Los Angeles Angels')","('St. Louis Cardinals', 'Texas Rangers')","('St. Louis Cardinals', 'Played Outfield min. 1 game')","('2000+ Hits Career Batting', 'Los Angeles Angels')","('2000+ Hits Career Batting', 'Texas Rangers')","('2000+ Hits Career Batting', 'Played Outfield min. 1 game')"
514,"('Pittsburgh Pirates', 'Seattle Mariners')","('Pittsburgh Pirates', 'Houston Astros')","('Pittsburgh Pirates', '100+ RBI Season Batting')","('Toronto  Blue Jays', 'Seattle Mariners')","('Toronto  Blue Jays', 'Houston Astros')","('Toronto  Blue Jays', '100+ RBI Season Batting')","('Played Shortstop min. 1 game', 'Seattle Mariners')","('Played Shortstop min. 1 game', 'Houston Astros')","('Played Shortstop min. 1 game', '100+ RBI Season Batting')"
515,"('Atlanta Braves', 'New York Mets')","('Atlanta Braves', 'San Francisco Giants')","('Atlanta Braves', 'Only One Team')","('Los Angeles Dodgers', 'New York Mets')","('Los Angeles Dodgers', 'San Francisco Giants')","('Los Angeles Dodgers', 'Only One Team')","('Hall of Fame', 'New York Mets')","('Hall of Fame', 'San Francisco Giants')","('Hall of Fame', 'Only One Team')"
516,"('Boston   Red Sox', 'Chicago Cubs')","('Boston   Red Sox', 'Cincinnati Reds')","('Boston   Red Sox', '500+ HR Career Batting')","('Baltimore Orioles', 'Chicago Cubs')","('Baltimore Orioles', 'Cincinnati Reds')","('Baltimore Orioles', '500+ HR Career Batting')","('Played Third Base min. 1 game', 'Chicago Cubs')","('Played Third Base min. 1 game', 'Cincinnati Reds')","('Played Third Base min. 1 game', '500+ HR Career Batting')"
517,"('200+ K Season Pitching', '≤ 3.00 ERA Season')","('200+ K Season Pitching', '10+ Win Season Pitching')","('200+ K Season Pitching', 'First Round Draft Pick')","('Silver Slugger', '≤ 3.00 ERA Season')","('Silver Slugger', '10+ Win Season Pitching')","('Silver Slugger', 'First Round Draft Pick')","('Gold Glove', '≤ 3.00 ERA Season')","('Gold Glove', '10+ Win Season Pitching')","('Gold Glove', 'First Round Draft Pick')"
518,"('Cleveland Guardians', 'Texas Rangers')","('Cleveland Guardians', 'New York Yankees')","('Cleveland Guardians', '30+ HR Season Batting')","('Minnesota Twins', 'Texas Rangers')","('Minnesota Twins', 'New York Yankees')","('Minnesota Twins', '30+ HR Season Batting')","('Played Center Field min. 1 game', 'Texas Rangers')","('Played Center Field min. 1 game', 'New York Yankees')","('Played Center Field min. 1 game', '30+ HR Season Batting')"
519,"('St. Louis Cardinals', 'Los Angeles Dodgers')","('St. Louis Cardinals', 'Philadelphia Phillies')","('St. Louis Cardinals', 'All Star')","('Arizona Diamondbacks', 'Los Angeles Dodgers')","('Arizona Diamondbacks', 'Philadelphia Phillies')","('Arizona Diamondbacks', 'All Star')","('Played Catcher min. 1 game', 'Los Angeles Dodgers')","('Played Catcher min. 1 game', 'Philadelphia Phillies')","('Played Catcher min. 1 game', 'All Star')"
520,"('Milwaukee Brewers', 'New York Mets')","('Milwaukee Brewers', 'Seattle Mariners')","('Milwaukee Brewers', '6+ WAR Season')","('Detroit Tigers', 'New York Mets')","('Detroit Tigers', 'Seattle Mariners')","('Detroit Tigers', '6+ WAR Season')","('30+ SB Season', 'New York Mets')","('30+ SB Season', 'Seattle Mariners')","('30+ SB Season', '6+ WAR Season')"
521,"('Atlanta Braves', 'San Diego Padres')","('Atlanta Braves', 'Chicago  White Sox')","('Atlanta Braves', '2000+ Hits Career Batting')","('Miami Marlins', 'San Diego Padres')","('Miami Marlins', 'Chicago  White Sox')","('Miami Marlins', '2000+ Hits Career Batting')","('San Francisco Giants', 'San Diego Padres')","('San Francisco Giants', 'Chicago  White Sox')","('San Francisco Giants', '2000+ Hits Career Batting')"
522,"('Oakland Athletics', 'Boston   Red Sox')","('Oakland Athletics', 'Kansas City Royals')","('Oakland Athletics', 'Born Outside US 50 States and DC')","('Houston Astros', 'Boston   Red Sox')","('Houston Astros', 'Kansas City Royals')","('Houston Astros', 'Born Outside US 50 States and DC')","('Washington Nationals', 'Boston   Red Sox')","('Washington Nationals', 'Kansas City Royals')","('Washington Nationals', 'Born Outside US 50 States and DC')"
523,"('Los Angeles Angels', 'Pittsburgh Pirates')","('Los Angeles Angels', 'Baltimore Orioles')","('Los Angeles Angels', 'Played Shortstop min. 1 game')","('New York Yankees', 'Pittsburgh Pirates')","('New York Yankees', 'Baltimore Orioles')","('New York Yankees', 'Played Shortstop min. 1 game')","('.300+ AVG Season Batting', 'Pittsburgh Pirates')","('.300+ AVG Season Batting', 'Baltimore Orioles')","('.300+ AVG Season Batting', 'Played Shortstop min. 1 game')"
524,"('All Star', '200+ K Season Pitching')","('All Star', '100+ RBI Season Batting')","('All Star', '300+ HR Career Batting')","('Hall of Fame', '200+ K Season Pitching')","('Hall of Fame', '100+ RBI Season Batting')","('Hall of Fame', '300+ HR Career Batting')","('MVP', '200+ K Season Pitching')","('MVP', '100+ RBI Season Batting')","('MVP', '300+ HR Career Batting')"
525,"('Chicago Cubs', 'St. Louis Cardinals')","('Chicago Cubs', 'Cleveland Guardians')","('Chicago Cubs', 'Only One Team')","('Minnesota Twins', 'St. Louis Cardinals')","('Minnesota Twins', 'Cleveland Guardians')","('Minnesota Twins', 'Only One Team')","('40+ HR Season Batting', 'St. Louis Cardinals')","('40+ HR Season Batting', 'Cleveland Guardians')","('40+ HR Season Batting', 'Only One Team')"
526,"('Colorado Rockies', 'Houston Astros')","('Colorado Rockies', '40+ WAR Career')","('Colorado Rockies', '10+ Win Season Pitching')","('Oakland Athletics', 'Houston Astros')","('Oakland Athletics', '40+ WAR Career')","('Oakland Athletics', '10+ Win Season Pitching')","('Los Angeles Dodgers', 'Houston Astros')","('Los Angeles Dodgers', '40+ WAR Career')","('Los Angeles Dodgers', '10+ Win Season Pitching')"
527,"('Boston   Red Sox', 'New York Mets')","('Boston   Red Sox', 'Played Left Field min. 1 game')","('Boston   Red Sox', 'Played Right Field min. 1 game')","('Washington Nationals', 'New York Mets')","('Washington Nationals', 'Played Left Field min. 1 game')","('Washington Nationals', 'Played Right Field min. 1 game')","('Pittsburgh Pirates', 'New York Mets')","('Pittsburgh Pirates', 'Played Left Field min. 1 game')","('Pittsburgh Pirates', 'Played Right Field min. 1 game')"
528,"('Milwaukee Brewers', 'Atlanta Braves')","('Milwaukee Brewers', 'Cincinnati Reds')","('Milwaukee Brewers', 'Played First Base min. 1 game')","('Seattle Mariners', 'Atlanta Braves')","('Seattle Mariners', 'Cincinnati Reds')","('Seattle Mariners', 'Played First Base min. 1 game')","('100+ Run Season Batting', 'Atlanta Braves')","('100+ Run Season Batting', 'Cincinnati Reds')","('100+ Run Season Batting', 'Played First Base min. 1 game')"
529,"('Toronto  Blue Jays', 'Texas Rangers')","('Toronto  Blue Jays', 'Kansas City Royals')","('Toronto  Blue Jays', '2000+ Hits Career Batting')","('Philadelphia Phillies', 'Texas Rangers')","('Philadelphia Phillies', 'Kansas City Royals')","('Philadelphia Phillies', '2000+ Hits Career Batting')","('200+ Hits Season Batting', 'Texas Rangers')","('200+ Hits Season Batting', 'Kansas City Royals')","('200+ Hits Season Batting', '2000+ Hits Career Batting')"
530,"('Chicago  White Sox', 'Tampa Bay Rays')","('Chicago  White Sox', 'Detroit Tigers')","('Chicago  White Sox', '.300+ AVG Season Batting')","('San Diego Padres', 'Tampa Bay Rays')","('San Diego Padres', 'Detroit Tigers')","('San Diego Padres', '.300+ AVG Season Batting')","('Los Angeles Dodgers', 'Tampa Bay Rays')","('Los Angeles Dodgers', 'Detroit Tigers')","('Los Angeles Dodgers', '.300+ AVG Season Batting')"
531,"('Los Angeles Angels', 'Boston   Red Sox')","('Los Angeles Angels', 'Born Outside US 50 States and DC')","('Los Angeles Angels', '6+ WAR Season')","('Hall of Fame', 'Boston   Red Sox')","('Hall of Fame', 'Born Outside US 50 States and DC')","('Hall of Fame', '6+ WAR Season')","('≤ 3.00 ERA Season', 'Boston   Red Sox')","('≤ 3.00 ERA Season', 'Born Outside US 50 States and DC')","('≤ 3.00 ERA Season', '6+ WAR Season')"
532,"('New York Yankees', 'Arizona Diamondbacks')","('New York Yankees', 'Milwaukee Brewers')","('New York Yankees', 'First Round Draft Pick')","('Houston Astros', 'Arizona Diamondbacks')","('Houston Astros', 'Milwaukee Brewers')","('Houston Astros', 'First Round Draft Pick')","('Pitched min. 1 game', 'Arizona Diamondbacks')","('Pitched min. 1 game', 'Milwaukee Brewers')","('Pitched min. 1 game', 'First Round Draft Pick')"
